SUBJECT,TEMPLATE_ID,ACCURACY,IMAGE_NUM
Beatriz Haddad Maia,180008,0.0,18
Beatriz Haddad Maia,180010,0.0,17
Beatriz Haddad Maia,180006,0.023255813953488372,43
Beatriz Haddad Maia,180005,0.0,3
Beatriz Haddad Maia,180007,0.034482758620689655,29
Beatriz Haddad Maia,180011,0.021739130434782608,46
Beatriz Haddad Maia,180009,0.03571428571428571,28
Beau Willimon,180013,0.5897435897435898,39
Beau Willimon,180012,0.5,2
Beau Willimon,180017,0.5641025641025641,39
Beau Willimon,180016,0.5,2
Beau Willimon,180014,1.0,2
Beau Willimon,180015,0.5897435897435898,39
Beau Willimon,180018,0.5853658536585366,41
Becky Anderson,178817,0.0,15
Becky Anderson,178820,0.0625,16
Becky Anderson,178819,0.16666666666666666,6
Becky Anderson,178816,1.0,1
Becky Anderson,178818,0.09090909090909091,11
Behati Prinsloo,15882,0.0,17
Behati Prinsloo,15878,0.0,3
Behati Prinsloo,15880,0.0,16
Behati Prinsloo,15879,0.0,14
Behati Prinsloo,15881,0.0,15
Beji Caid Essebsi,180023,0.9310344827586207,29
Beji Caid Essebsi,180025,0.9555555555555556,45
Beji Caid Essebsi,180020,0.9767441860465116,43
Beji Caid Essebsi,180024,0.9375,16
Beji Caid Essebsi,180021,0.9655172413793104,29
Beji Caid Essebsi,180022,1.0,16
Beji Caid Essebsi,180019,0.5,2
Belén Rodríguez,17088,0.0,3
Belén Rodríguez,17089,0.0,10
Belén Rodríguez,17085,0.0,2
Belén Rodríguez,17086,0.0,11
Belén Rodríguez,17090,0.0,3
Belén Rodríguez,17091,0.0,13
Belén Rodríguez,17087,0.0,10
Bella Thorne,20300,0.25,4
Bella Thorne,20296,0.8571428571428571,7
Bella Thorne,20299,0.6666666666666666,6
Bella Thorne,20297,0.0,5
Bella Thorne,20301,0.3333333333333333,3
Bella Thorne,20298,0.5714285714285714,7
Bella Thorne,20302,0.5,12
Ben Lyon,180029,0.15384615384615385,13
Ben Lyon,180032,0.48936170212765956,47
Ben Lyon,180027,0.4888888888888889,45
Ben Lyon,180031,0.23076923076923078,13
Ben Lyon,180030,0.6176470588235294,34
Ben Lyon,180028,0.5882352941176471,34
Ben Lyon,180026,0.5,2
Ben Sinclair,180037,0.020833333333333332,48
Ben Sinclair,180033,1.0,1
Ben Sinclair,180035,0.022222222222222223,45
Ben Sinclair,180034,0.0,47
Ben Sinclair,180036,0.25,4
Benazir Bhutto,11274,0.0,2
Benazir Bhutto,11275,0.0,32
Benazir Bhutto,11277,0.0,21
Benazir Bhutto,11278,0.0,13
Benazir Bhutto,11280,0.0,34
Benazir Bhutto,11279,0.0,21
Benazir Bhutto,11276,0.0,13
Benigno Aquino III,11168,0.2,15
Benigno Aquino III,11169,0.5098039215686274,51
Benigno Aquino III,11166,0.52,50
Benigno Aquino III,11167,0.6216216216216216,37
Benigno Aquino III,11165,0.0,1
Benjamin Netanyahu,11508,0.1,10
Benjamin Netanyahu,11509,0.5121951219512195,41
Benjamin Netanyahu,11506,0.525,40
Benjamin Netanyahu,11505,0.0,1
Benjamin Netanyahu,11507,0.625,32
Benjamin Stora,180040,0.9811320754716981,53
Benjamin Stora,180042,0.9814814814814815,54
Benjamin Stora,180039,0.9803921568627451,51
Benjamin Stora,180038,1.0,3
Benjamin Stora,180041,0.9807692307692307,52
Benjamín Vicuña,180045,0.875,24
Benjamín Vicuña,180043,0.75,4
Benjamín Vicuña,180049,0.8620689655172413,29
Benjamín Vicuña,180046,0.6,5
Benjamín Vicuña,180047,0.9130434782608695,23
Benjamín Vicuña,180048,0.75,4
Benjamín Vicuña,180044,0.88,25
Beppe Grillo,17093,0.3271604938271605,162
Beppe Grillo,17098,0.35119047619047616,168
Beppe Grillo,17096,0.367816091954023,87
Beppe Grillo,17095,0.31645569620253167,79
Beppe Grillo,17094,0.38202247191011235,89
Beppe Grillo,17092,1.0,6
Beppe Grillo,17097,0.2987012987012987,77
Bernard Landry,178317,0.0,1
Bernard Landry,178319,0.5294117647058824,51
Bernard Landry,178318,0.54,50
Bernard Lavilliers,180055,0.8333333333333334,18
Bernard Lavilliers,180056,0.5789473684210527,57
Bernard Lavilliers,180051,0.5740740740740741,54
Bernard Lavilliers,180052,0.46153846153846156,39
Bernard Lavilliers,180054,0.47368421052631576,38
Bernard Lavilliers,180050,0.6666666666666666,3
Bernard Lavilliers,180053,0.7894736842105263,19
Bernardine Dohrn,180060,0.0,42
Bernardine Dohrn,180059,0.0,42
Bernardine Dohrn,180057,0.0,2
Bernardine Dohrn,180061,0.0,43
Bernardine Dohrn,180058,0.0,41
Bernardo Kliksberg,180064,0.75,20
Bernardo Kliksberg,180065,0.5909090909090909,22
Bernardo Kliksberg,180063,0.65,40
Bernardo Kliksberg,180066,0.6585365853658537,41
Bernardo Kliksberg,180062,1.0,1
Bernie Sanders,20908,0.875,24
Bernie Sanders,20904,0.9333333333333333,15
Bernie Sanders,20905,0.7777777777777778,9
Bernie Sanders,20903,0.85,20
Bernie Sanders,20907,0.75,8
Bernie Sanders,20906,0.9285714285714286,14
Bernie Sanders,20902,1.0,4
Berta Soler,180067,0.0,1
Berta Soler,180069,0.0,20
Berta Soler,180070,0.15,20
Berta Soler,180071,0.07692307692307693,39
Berta Soler,180068,0.07894736842105263,38
Berto Romero,180073,0.3541666666666667,48
Berto Romero,180074,0.3673469387755102,49
Berto Romero,180072,1.0,1
Beth Carvalho,20912,0.5714285714285714,7
Beth Carvalho,20914,0.4,5
Beth Carvalho,20909,1.0,5
Beth Carvalho,20910,0.25,8
Beth Carvalho,20911,0.5714285714285714,7
Beth Carvalho,20913,0.4,5
Beth Carvalho,20915,0.5384615384615384,13
Beth Comstock,180082,0.6041666666666666,48
Beth Comstock,180080,0.5151515151515151,33
Beth Comstock,180078,0.5294117647058824,34
Beth Comstock,180081,0.7692307692307693,13
Beth Comstock,180079,0.7857142857142857,14
Beth Comstock,180077,0.5681818181818182,44
Beth Comstock,180076,1.0,4
Beth Tweddle,17103,0.4,10
Beth Tweddle,17102,0.42857142857142855,7
Beth Tweddle,17101,0.5,4
Beth Tweddle,17099,1.0,1
Beth Tweddle,17100,0.3333333333333333,9
Bethe Correia,19546,0.0,1
Bethe Correia,19545,0.0,1
Bethe Correia,19547,0.0,2
Betty Cantrell,180084,0.023255813953488372,43
Betty Cantrell,180085,0.022727272727272728,44
Betty Cantrell,180083,0.0,1
Betty McCollum,180088,0.1346153846153846,52
Betty McCollum,180090,0.1509433962264151,53
Betty McCollum,180091,0.17857142857142858,56
Betty McCollum,180089,0.14814814814814814,54
Betty McCollum,180087,0.75,4
Beverley Knight,180092,0.3333333333333333,3
Beverley Knight,180097,0.6086956521739131,23
Beverley Knight,180093,0.4375,32
Beverley Knight,180094,0.08333333333333333,12
Beverley Knight,180096,0.0,11
Beverley Knight,180098,0.42857142857142855,35
Beverley Knight,180095,0.625,24
Bhagyashree Patwardhan,16272,0.0,2
Bhagyashree Patwardhan,16270,0.0,1
Bhagyashree Patwardhan,16271,0.0,1
Bharti Singh,17105,0.5909090909090909,22
Bharti Singh,17106,0.3333333333333333,9
Bharti Singh,17108,0.6086956521739131,23
Bharti Singh,17104,1.0,1
Bharti Singh,17107,0.8,15
Bickram Ghosh,180105,0.06896551724137931,29
Bickram Ghosh,180100,0.0,27
Bickram Ghosh,180101,0.041666666666666664,24
Bickram Ghosh,180102,0.2,5
Bickram Ghosh,180099,1.0,2
Bickram Ghosh,180103,0.041666666666666664,24
Bickram Ghosh,180104,0.2,5
Big L,17111,0.6153846153846154,13
Big L,17113,0.391304347826087,23
Big L,17110,0.4090909090909091,22
Big L,17109,0.0,1
Big L,17112,0.09090909090909091,11
Big Sean,18231,0.0,3
Big Sean,18234,0.16666666666666666,6
Big Sean,18229,0.25,4
Big Sean,18233,0.0,3
Big Sean,18232,0.3333333333333333,3
Big Sean,18228,0.0,2
Big Sean,18230,0.3333333333333333,3
Bilal Philips,180106,0.5,2
Bilal Philips,180110,0.3148148148148148,54
Bilal Philips,180109,0.32075471698113206,53
Bilal Philips,180108,0.3018867924528302,53
Bilal Philips,180107,0.3076923076923077,52
Bill Clinton,11111,0.25,8
Bill Clinton,11117,0.10810810810810811,37
Bill Clinton,11116,0.0,10
Bill Clinton,11112,0.08,25
Bill Clinton,11115,0.09523809523809523,21
Bill Clinton,11114,0.15384615384615385,13
Bill Clinton,11113,0.16666666666666666,24
Bill English,12297,0.0,1
Bill English,12298,0.3017241379310345,116
Bill English,12299,0.1,50
Bill English,12301,0.29914529914529914,117
Bill English,12300,0.4411764705882353,68
Bill Gates,12532,0.0,30
Bill Gates,12529,0.0,5
Bill Gates,12533,0.0,26
Bill Gates,12531,0.0,28
Bill Gates,12535,0.0,57
Bill Gates,12534,0.0,28
Bill Gates,12530,0.0,52
Bill Maher,17118,1.0,2
Bill Maher,17120,0.8888888888888888,9
Bill Maher,17115,1.0,2
Bill Maher,17119,1.0,2
Bill Maher,17117,0.8,5
Bill Maher,17114,0.8571428571428571,7
Bill Maher,17116,0.8,5
Bill Nye,19550,0.21428571428571427,14
Bill Nye,19552,0.2727272727272727,11
Bill Nye,19549,0.3333333333333333,3
Bill Nye,19555,0.23529411764705882,17
Bill Nye,19553,0.16666666666666666,6
Bill Nye,19554,0.4,10
Bill Nye,19551,0.0,7
Bill O'Reilly,20916,1.0,4
Bill O'Reilly,20921,0.6,5
Bill O'Reilly,20922,0.6153846153846154,13
Bill O'Reilly,20919,0.6666666666666666,6
Bill O'Reilly,20920,0.5,6
Bill O'Reilly,20917,0.4444444444444444,9
Bill O'Reilly,20918,0.5714285714285714,7
Bill Posey,180113,0.037037037037037035,54
Bill Posey,180112,0.018867924528301886,53
Bill Posey,180111,1.0,1
Bill Russell,180120,0.8666666666666667,15
Bill Russell,180119,0.75,32
Bill Russell,180118,0.8888888888888888,18
Bill Russell,180115,0.42857142857142855,7
Bill Russell,180116,0.8222222222222222,45
Bill Russell,180121,0.7692307692307693,52
Bill Russell,180117,0.7714285714285715,35
Bill de Blasio,14996,0.42857142857142855,14
Bill de Blasio,14992,1.0,1
Bill de Blasio,14993,0.38461538461538464,13
Bill de Blasio,14994,0.5,4
Bill de Blasio,14995,0.45454545454545453,11
Binyavanga Wainaina,180123,0.14705882352941177,68
Binyavanga Wainaina,180126,0.2564102564102564,39
Binyavanga Wainaina,180124,0.275,40
Binyavanga Wainaina,180122,0.75,4
Binyavanga Wainaina,180128,0.18055555555555555,72
Binyavanga Wainaina,180125,0.09375,32
Binyavanga Wainaina,180127,0.06451612903225806,31
Bipasha Basu,12677,0.05263157894736842,19
Bipasha Basu,12682,0.16,25
Bipasha Basu,12680,0.125,8
Bipasha Basu,12676,0.5,6
Bipasha Basu,12681,0.0,13
Bipasha Basu,12679,0.13333333333333333,15
Bipasha Basu,12678,0.3,10
Birgitta Jónsdóttir,180133,0.8846153846153846,26
Birgitta Jónsdóttir,180135,0.5283018867924528,53
Birgitta Jónsdóttir,180134,0.18518518518518517,27
Birgitta Jónsdóttir,180129,1.0,2
Birgitta Jónsdóttir,180130,0.5098039215686274,51
Birgitta Jónsdóttir,180131,0.8846153846153846,26
Birgitta Jónsdóttir,180132,0.18518518518518517,27
Bjarke Ingels,180138,0.05555555555555555,18
Bjarke Ingels,180140,0.09090909090909091,22
Bjarke Ingels,180137,0.047619047619047616,21
Bjarke Ingels,180139,0.4,5
Bjarke Ingels,180136,1.0,1
Black Kent,17124,0.3333333333333333,12
Black Kent,17121,0.0,1
Black Kent,17123,0.0,16
Black Kent,17122,0.15384615384615385,26
Black Kent,17125,0.14814814814814814,27
Blaise Compaoré,15884,0.0,1
Blaise Compaoré,15885,0.5,2
Blaise Compaoré,15883,1.0,1
Blake Griffin,180141,0.25,4
Blake Griffin,180143,0.2708333333333333,48
Blake Griffin,180142,0.2826086956521739,46
Blake Griffin,180145,0.28,50
Blake Griffin,180144,0.2765957446808511,47
Blessing Okagbare,15198,0.0,1
Blessing Okagbare,15200,0.0,2
Blessing Okagbare,15199,0.0,1
Blixa Bargeld,180151,0.0,5
Blixa Bargeld,180150,0.09433962264150944,53
Blixa Bargeld,180149,0.16666666666666666,6
Blixa Bargeld,180152,0.1,60
Blixa Bargeld,180146,0.25,4
Blixa Bargeld,180147,0.08928571428571429,56
Blixa Bargeld,180148,0.1111111111111111,54
Blossom Chukwujekwu,180153,1.0,1
Blossom Chukwujekwu,180156,0.2631578947368421,19
Blossom Chukwujekwu,180155,1.0,8
Blossom Chukwujekwu,180157,0.46153846153846156,26
Blossom Chukwujekwu,180154,0.44,25
Bo Xilai,13183,0.0,4
Bo Xilai,13182,0.0,3
Bo Xilai,13181,0.0,2
Bo Xilai,13179,0.0,1
Bo Xilai,13180,0.0,3
Boaventura de Sousa Santos,13412,0.0847457627118644,59
Boaventura de Sousa Santos,13411,0.0,1
Boaventura de Sousa Santos,13414,0.1111111111111111,45
Boaventura de Sousa Santos,13413,0.0,16
Boaventura de Sousa Santos,13415,0.08333333333333333,60
Bob Arum,180161,0.7391304347826086,23
Bob Arum,180158,1.0,1
Bob Arum,180160,0.875,24
Bob Arum,180159,0.8,45
Bob Arum,180162,0.8043478260869565,46
Bob Carr,178365,0.75,4
Bob Carr,178368,0.19047619047619047,42
Bob Carr,178366,0.17073170731707318,41
Bob Carr,178369,0.2222222222222222,45
Bob Carr,178367,0.18604651162790697,43
Bob Garcia,17695,0.7368421052631579,19
Bob Garcia,17697,0.0,2
Bob Garcia,17696,0.7368421052631579,19
Bob Garcia,17698,0.7,20
Bob Garcia,17694,0.0,1
Bob Weir,180169,0.23404255319148937,47
Bob Weir,180166,0.043478260869565216,23
Bob Weir,180167,0.391304347826087,23
Bob Weir,180163,0.4,5
Bob Weir,180165,0.4,25
Bob Weir,180164,0.21428571428571427,42
Bob Weir,180168,0.0,21
Bob Woodward,180170,1.0,4
Bob Woodward,180173,0.36363636363636365,11
Bob Woodward,180171,0.48863636363636365,88
Bob Woodward,180172,0.5308641975308642,81
Bob Woodward,180176,0.5108695652173914,92
Bob Woodward,180174,0.525,80
Bob Woodward,180175,0.3,10
Bobby Deol,16439,0.0,1
Bobby Deol,16441,0.5,2
Bobby Deol,16442,0.6666666666666666,3
Bobby Deol,16440,0.5,2
Bobby Deol,16438,1.0,2
Bogdan Borusewicz,12231,1.0,4
Bogdan Borusewicz,12233,0.4166666666666667,12
Bogdan Borusewicz,12237,0.5625,32
Bogdan Borusewicz,12236,0.631578947368421,19
Bogdan Borusewicz,12234,0.65,20
Bogdan Borusewicz,12235,0.36363636363636365,11
Bogdan Borusewicz,12232,0.5,28
Bohuslav Svoboda,13442,0.5,2
Bohuslav Svoboda,13444,0.4246575342465753,73
Bohuslav Svoboda,13447,0.11764705882352941,17
Bohuslav Svoboda,13445,0.058823529411764705,17
Bohuslav Svoboda,13448,0.36666666666666664,90
Bohuslav Svoboda,13446,0.4383561643835616,73
Bohuslav Svoboda,13443,0.36363636363636365,88
Bonnie Arnold,180177,0.0,1
Bonnie Arnold,180178,0.3,50
Bonnie Arnold,180179,0.29411764705882354,51
Bonnie Tyler,19562,0.2153846153846154,65
Bonnie Tyler,19561,0.21621621621621623,37
Bonnie Tyler,19557,0.16071428571428573,56
Bonnie Tyler,19559,0.24390243902439024,41
Bonnie Tyler,19560,0.14285714285714285,21
Bonnie Tyler,19558,0.2,25
Bonnie Tyler,19556,0.5555555555555556,9
Bono,12546,0.0,3
Bono,12552,0.0,67
Bono,12548,0.0,35
Bono,12550,0.0,34
Bono,12549,0.0,38
Bono,12547,0.0,69
Bono,12551,0.0,37
Boonsak Ponsana,180185,0.5,6
Boonsak Ponsana,180181,0.6,5
Boonsak Ponsana,180184,0.0,2
Boonsak Ponsana,180182,0.0,1
Boonsak Ponsana,180183,0.75,4
Boots Riley,180186,0.0,1
Boots Riley,180187,0.07317073170731707,41
Boots Riley,180189,0.047619047619047616,21
Boots Riley,180190,0.07142857142857142,42
Boots Riley,180188,0.09090909090909091,22
Borge Brende,13825,0.2222222222222222,18
Borge Brende,13822,0.23529411764705882,17
Borge Brende,13824,0.375,8
Borge Brende,13821,0.0,1
Borge Brende,13823,0.09090909090909091,11
Boris Cyrulnik,180191,0.0,2
Boris Cyrulnik,180197,0.5957446808510638,47
Boris Cyrulnik,180196,0.5416666666666666,24
Boris Cyrulnik,180192,0.6222222222222222,45
Boris Cyrulnik,180195,0.6521739130434783,23
Boris Cyrulnik,180193,0.6521739130434783,23
Boris Cyrulnik,180194,0.5416666666666666,24
Boris Dittrich,180198,1.0,4
Boris Dittrich,180204,0.30434782608695654,69
Boris Dittrich,180201,0.3888888888888889,18
Boris Dittrich,180202,0.26,50
Boris Dittrich,180203,0.35294117647058826,17
Boris Dittrich,180199,0.26153846153846155,65
Boris Dittrich,180200,0.27450980392156865,51
Boris Grebenshchikov,180205,0.0,3
Boris Grebenshchikov,180207,0.0,60
Boris Grebenshchikov,180208,0.0,8
Boris Grebenshchikov,180206,0.0,64
Boris Grebenshchikov,180209,0.0,59
Boris Grebenshchikov,180211,0.0,67
Boris Grebenshchikov,180210,0.0,7
Boris Tadic,14430,1.0,1
Boris Tadic,14433,0.36363636363636365,11
Boris Tadic,14432,0.7,20
Boris Tadic,14434,0.5666666666666667,30
Boris Tadic,14431,0.5517241379310345,29
Boris Yeltsin,11080,0.45454545454545453,22
Boris Yeltsin,11081,0.7352941176470589,34
Boris Yeltsin,11084,0.6,55
Boris Yeltsin,11083,0.75,28
Boris Yeltsin,11079,0.5952380952380952,42
Boris Yeltsin,11078,0.6153846153846154,13
Boris Yeltsin,11082,0.375,16
Bothaina Kamel,15204,0.04,25
Bothaina Kamel,15203,0.0,24
Bothaina Kamel,15202,1.0,1
Boualem Sansal,15208,0.4,5
Boualem Sansal,15206,0.0,1
Boualem Sansal,15209,0.3333333333333333,3
Boualem Sansal,15207,0.5,6
Boualem Sansal,15210,0.42857142857142855,7
Brad Keselowski,180213,0.0,6
Brad Keselowski,180214,0.0,7
Brad Keselowski,180216,0.125,8
Brad Keselowski,180215,0.14285714285714285,7
Brad Keselowski,180212,0.5,2
Brandon Dubinsky,16171,0.0,1
Brandon Dubinsky,16173,0.42857142857142855,14
Brandon Dubinsky,16172,0.46153846153846156,13
Brek Shea,180219,0.13636363636363635,22
Brek Shea,180221,0.20833333333333334,24
Brek Shea,180217,0.8,5
Brek Shea,180220,0.1,20
Brek Shea,180218,0.05263157894736842,19
Brenda Milner,180222,0.0,1
Brenda Milner,180224,0.0,47
Brenda Milner,180223,0.0,46
Brendan Perry,180228,0.0196078431372549,51
Brendan Perry,180226,0.5,2
Brendan Perry,180227,0.0,50
Brendan Perry,180229,0.0,51
Brendan Perry,180230,0.019230769230769232,52
Bret Baier,180231,1.0,1
Bret Baier,180232,0.8095238095238095,42
Bret Baier,180233,0.813953488372093,43
Brian Brett,180235,1.0,1
Brian Brett,180236,0.0,45
Brian Brett,180237,0.021739130434782608,46
Brigitte Gabriel,16444,0.12432432432432433,185
Brigitte Gabriel,16443,0.0,1
Brigitte Gabriel,16446,0.14705882352941177,68
Brigitte Gabriel,16445,0.1092436974789916,119
Brigitte Gabriel,16447,0.12365591397849462,186
Brinda Karat,180239,1.0,2
Brinda Karat,180243,1.0,42
Brinda Karat,180240,1.0,40
Brinda Karat,180241,1.0,41
Brinda Karat,180242,1.0,41
Brittany Bowe,180245,0.0,15
Brittany Bowe,180249,0.0,4
Brittany Bowe,180248,0.0,13
Brittany Bowe,180250,0.0,17
Brittany Bowe,180247,0.0,4
Brittany Bowe,180244,0.0,2
Brittany Bowe,180246,0.0,13
Brittney Reese,180252,0.0,15
Brittney Reese,180254,0.0625,16
Brittney Reese,180251,0.75,4
Brittney Reese,180255,0.15789473684210525,19
Brittney Reese,180253,0.058823529411764705,17
Bronislaw Komorowski,14671,0.48148148148148145,162
Bronislaw Komorowski,14672,0.42196531791907516,346
Bronislaw Komorowski,14669,0.48466257668711654,163
Bronislaw Komorowski,14670,0.366120218579235,183
Bronislaw Komorowski,14666,1.0,3
Bronislaw Komorowski,14667,0.41690962099125367,343
Bronislaw Komorowski,14668,0.3695652173913043,184
Bruce Schneier,180256,0.5,4
Bruce Schneier,180258,0.7647058823529411,34
Bruce Schneier,180259,0.7575757575757576,33
Bruce Schneier,180257,0.78125,32
Bruce Schneier,180260,0.75,36
Bruce Springsteen,19565,0.0,4
Bruce Springsteen,19567,0.0,4
Bruce Springsteen,19563,0.0,2
Bruce Springsteen,19569,0.0,7
Bruce Springsteen,19564,0.0,5
Bruce Springsteen,19566,0.0,3
Bruce Springsteen,19568,0.0,3
Bruce Sterling,180265,0.4090909090909091,22
Bruce Sterling,180261,0.25,4
Bruce Sterling,180263,0.43478260869565216,23
Bruce Sterling,180266,0.7272727272727273,22
Bruce Sterling,180264,0.7391304347826086,23
Bruce Sterling,180262,0.5952380952380952,42
Bruce Sterling,180267,0.5652173913043478,46
Bruna Surfistinha,180270,0.0,3
Bruna Surfistinha,180269,0.0,2
Bruna Surfistinha,180268,0.0,1
Bruno Ben Moubamba,180277,0.09523809523809523,21
Bruno Ben Moubamba,180274,0.6571428571428571,35
Bruno Ben Moubamba,180275,0.09090909090909091,22
Bruno Ben Moubamba,180273,0.4339622641509434,53
Bruno Ben Moubamba,180276,0.6764705882352942,34
Bruno Ben Moubamba,180272,0.5,4
Bruno Ben Moubamba,180278,0.43859649122807015,57
Bruno Fuligni,180281,0.9791666666666666,48
Bruno Fuligni,180279,1.0,1
Bruno Fuligni,180280,0.9787234042553191,47
Bruno Latour,180287,0.34210526315789475,38
Bruno Latour,180283,0.6666666666666666,3
Bruno Latour,180284,0.3142857142857143,35
Bruno Latour,180286,0.3333333333333333,36
Bruno Latour,180285,0.32432432432432434,37
Bruno Soares,180288,0.42857142857142855,7
Bruno Soares,180293,0.5,10
Bruno Soares,180290,0.5833333333333334,24
Bruno Soares,180289,0.5862068965517241,29
Bruno Soares,180292,0.5714285714285714,21
Bruno Soares,180291,0.5384615384615384,13
Bruno Soares,180294,0.5555555555555556,36
Bryan Cranston,14885,0.45,20
Bryan Cranston,14882,0.6666666666666666,3
Bryan Cranston,14886,0.5,42
Bryan Cranston,14884,0.5348837209302325,43
Bryan Cranston,14887,0.3684210526315789,19
Bryan Cranston,14883,0.4745762711864407,59
Bryan Cranston,14888,0.4838709677419355,62
Buakaw Banchamek,17700,0.0,1
Buakaw Banchamek,17699,0.0,1
Buakaw Banchamek,17701,0.0,2
Buckminster Fuller,180299,0.32608695652173914,46
Buckminster Fuller,180297,0.045454545454545456,22
Buckminster Fuller,180298,0.6,25
Buckminster Fuller,180295,1.0,1
Buckminster Fuller,180296,0.3111111111111111,45
Burcu Esmersoy,17703,0.0,1
Burcu Esmersoy,17705,0.2857142857142857,7
Burcu Esmersoy,17706,0.0,6
Burcu Esmersoy,17704,0.18181818181818182,11
Burcu Esmersoy,17707,0.16666666666666666,12
Bülent Ersoy,17127,0.16666666666666666,6
Bülent Ersoy,17128,0.6,5
Bülent Ersoy,17130,0.25,4
Bülent Ersoy,17126,0.6666666666666666,3
Bülent Ersoy,17131,0.0,4
Bülent Ersoy,17132,0.3333333333333333,9
Bülent Ersoy,17129,0.4,5
C. C. Catch,19571,0.0,7
C. C. Catch,19570,1.0,1
C. C. Catch,19574,0.125,8
C. C. Catch,19573,0.25,4
C. C. Catch,19572,0.2,5
Caetano Veloso,21573,0.6,10
Caetano Veloso,21576,0.16666666666666666,6
Caetano Veloso,21571,0.0,2
Caetano Veloso,21575,0.6,10
Caetano Veloso,21572,0.5,14
Caetano Veloso,21577,0.4375,16
Caetano Veloso,21574,0.16666666666666666,6
Cai Yun,180304,0.0,4
Cai Yun,180302,0.0,3
Cai Yun,180300,0.0,1
Cai Yun,180301,0.0,3
Cai Yun,180303,0.0,2
Caitlyn Jenner,180309,0.35714285714285715,42
Caitlyn Jenner,180306,0.36585365853658536,41
Caitlyn Jenner,180305,0.0,1
Caitlyn Jenner,180308,0.4782608695652174,23
Caitlyn Jenner,180307,0.2,20
Calvin Harris,18238,0.5,6
Calvin Harris,18239,0.5,2
Calvin Harris,18241,0.6,10
Calvin Harris,18237,0.6,5
Calvin Harris,18240,0.3333333333333333,3
Calvin Harris,18236,0.0,3
Calvin Harris,18235,0.8571428571428571,7
Cam Newton,180310,0.0,2
Cam Newton,180312,0.0,37
Cam Newton,180314,0.0,38
Cam Newton,180313,0.0,37
Cam Newton,180311,0.0,36
Cameron Diaz,11724,0.0,4
Cameron Diaz,11721,0.0,3
Cameron Diaz,11725,0.0,7
Cameron Diaz,11719,0.0,2
Cameron Diaz,11720,0.0,5
Cameron Diaz,11723,0.0,3
Cameron Diaz,11722,0.0,4
Cameron McEvoy,180319,0.0,30
Cameron McEvoy,180318,0.0,8
Cameron McEvoy,180316,0.0,29
Cameron McEvoy,180317,0.0,23
Cameron McEvoy,180315,0.0,1
Camila Vallejo,16452,0.4,10
Camila Vallejo,16448,1.0,1
Camila Vallejo,16451,1.0,3
Camila Vallejo,16449,0.3333333333333333,9
Camila Vallejo,16450,0.25,8
Camilla Läckberg,180324,0.8,50
Camilla Läckberg,180320,1.0,4
Camilla Läckberg,180323,0.7872340425531915,47
Camilla Läckberg,180321,0.782608695652174,46
Camilla Läckberg,180322,0.7916666666666666,48
Camilla Toulmin,180328,0.3684210526315789,19
Camilla Toulmin,180327,0.6296296296296297,27
Camilla Toulmin,180325,0.0,1
Camilla Toulmin,180329,0.5333333333333333,45
Camilla Toulmin,180326,0.5454545454545454,44
Candice Wiggins,180330,0.0,1
Candice Wiggins,180332,0.0,40
Candice Wiggins,180331,0.0,39
Cariba Heine,15889,0.0,2
Cariba Heine,15888,0.0,1
Cariba Heine,15887,0.0,1
Carl Bildt,13498,0.84,75
Carl Bildt,13500,0.9178082191780822,146
Carl Bildt,13496,1.0,1
Carl Bildt,13497,0.9172413793103448,145
Carl Bildt,13499,1.0,72
Carl Hester,180336,0.030303030303030304,33
Carl Hester,180335,0.0,48
Carl Hester,180337,0.058823529411764705,17
Carl Hester,180338,0.02040816326530612,49
Carl Hester,180334,1.0,1
Carl Levin,15036,0.4782608695652174,46
Carl Levin,15033,0.4666666666666667,45
Carl Levin,15035,0.3333333333333333,15
Carl Levin,15034,0.5625,32
Carl Levin,15032,1.0,1
Carl Sagan,15212,0.0,1
Carl Sagan,15215,0.6666666666666666,3
Carl Sagan,15214,0.5,2
Carl Sagan,15213,0.5,2
Carl Sagan,15211,1.0,2
Carla Ruocco,20927,0.2926829268292683,41
Carla Ruocco,20926,0.4126984126984127,63
Carla Ruocco,20929,0.37272727272727274,110
Carla Ruocco,20923,0.6428571428571429,14
Carla Ruocco,20928,0.38596491228070173,57
Carla Ruocco,20925,0.3404255319148936,47
Carla Ruocco,20924,0.3333333333333333,96
Carlinhos Brown,180341,0.13333333333333333,15
Carlinhos Brown,180342,0.07692307692307693,13
Carlinhos Brown,180339,0.6,5
Carlinhos Brown,180340,0.0,12
Carlinhos Brown,180343,0.17647058823529413,17
Carlo De Benedetti,180346,0.696969696969697,33
Carlo De Benedetti,180345,0.6153846153846154,39
Carlo De Benedetti,180347,0.375,8
Carlo De Benedetti,180344,1.0,1
Carlo De Benedetti,180348,0.625,40
Carlo Ginzburg,180351,0.025,40
Carlo Ginzburg,180349,1.0,1
Carlo Ginzburg,180352,0.09090909090909091,11
Carlo Ginzburg,180353,0.02,50
Carlo Ginzburg,180350,0.0,49
Carlo Ratti,180356,0.0,9
Carlo Ratti,180354,0.0,1
Carlo Ratti,180358,0.0,31
Carlo Ratti,180357,0.0,23
Carlo Ratti,180355,0.0,30
Carlos Acosta,180362,0.0,6
Carlos Acosta,180359,0.0,1
Carlos Acosta,180360,0.08571428571428572,35
Carlos Acosta,180361,0.0967741935483871,31
