SUBJECT,TEMPLATE_ID,ACCURACY,IMAGE_NUM
2 Chainz,21499,0.0,2
2 Chainz,21501,0.058823529411764705,17
2 Chainz,21500,0.06896551724137931,29
2 Chainz,21503,0.058823529411764705,17
2 Chainz,21502,0.07142857142857142,14
2 Chainz,21504,0.07142857142857142,14
2 Chainz,21505,0.06451612903225806,31
50 Cent,17624,1.0,10
50 Cent,17625,0.875,16
50 Cent,17627,0.7142857142857143,21
50 Cent,17623,0.45454545454545453,11
50 Cent,17626,0.9090909090909091,11
A. P. J. Abdul Kalam,20270,0.6304347826086957,46
A. P. J. Abdul Kalam,20264,0.6666666666666666,6
A. P. J. Abdul Kalam,20267,0.4,15
A. P. J. Abdul Kalam,20269,0.46153846153846156,13
A. P. J. Abdul Kalam,20268,0.7241379310344828,29
A. P. J. Abdul Kalam,20266,0.6774193548387096,31
A. P. J. Abdul Kalam,20265,0.625,40
A.K. Antony,13928,0.16666666666666666,30
A.K. Antony,13927,0.08333333333333333,12
A.K. Antony,13925,0.07692307692307693,13
A.K. Antony,13922,0.6666666666666666,3
A.K. Antony,13924,0.2222222222222222,18
A.K. Antony,13926,0.23529411764705882,17
A.K. Antony,13923,0.1111111111111111,27
AJ Lee,17629,0.0,9
AJ Lee,17628,0.25,4
AJ Lee,17630,0.1111111111111111,9
AJ Lee,17632,0.0,8
AJ Lee,17631,0.25,4
AJ Lee,17634,0.07692307692307693,13
AJ Lee,17633,0.0,3
Aaron Paul,14890,0.6206896551724138,58
Aaron Paul,14891,0.717391304347826,46
Aaron Paul,14892,0.35714285714285715,14
Aaron Paul,14893,0.6271186440677966,59
Aaron Paul,14889,1.0,1
Aaron Sorkin,11756,0.0,7
Aaron Sorkin,11754,0.0,7
Aaron Sorkin,11755,0.0,2
Aaron Sorkin,11757,0.0,8
Aaron Sorkin,11753,0.0,1
Abbas Kiarostami,179031,0.15384615384615385,13
Abbas Kiarostami,179027,0.5,4
Abbas Kiarostami,179029,0.18181818181818182,11
Abbas Kiarostami,179028,0.0,9
Abbas Kiarostami,179030,0.0,10
Abby Wambach,179038,0.7272727272727273,11
Abby Wambach,179032,0.6,5
Abby Wambach,179037,0.75,4
Abby Wambach,179033,0.8333333333333334,6
Abby Wambach,179034,0.6666666666666666,6
Abby Wambach,179035,0.8333333333333334,6
Abby Wambach,179036,0.5,4
Abdallah Djaballah,178904,0.5208333333333334,48
Abdallah Djaballah,178903,1.0,1
Abdallah Djaballah,178905,0.5306122448979592,49
Abdel Fattah el-Sisi,12927,0.45454545454545453,11
Abdel Fattah el-Sisi,12929,0.3333333333333333,3
Abdel Fattah el-Sisi,12926,1.0,1
Abdel Fattah el-Sisi,12930,0.5,12
Abdel Fattah el-Sisi,12928,0.6,10
Abdelilah Benkirane,12423,0.8461538461538461,26
Abdelilah Benkirane,12421,1.0,1
Abdelilah Benkirane,12422,0.8636363636363636,44
Abdelilah Benkirane,12425,0.8666666666666667,45
Abdelilah Benkirane,12424,0.9,20
Abdellah Taïa,179039,1.0,1
Abdellah Taïa,179041,0.0784313725490196,51
Abdellah Taïa,179040,0.06,50
Abdelmalek Sellal,15113,1.0,1
Abdelmalek Sellal,15115,0.125,8
Abdelmalek Sellal,15117,0.16666666666666666,12
Abdelmalek Sellal,15116,0.4,5
Abdelmalek Sellal,15114,0.09090909090909091,11
Abderrahmane Sissako,179044,0.0,50
Abderrahmane Sissako,179043,1.0,2
Abderrahmane Sissako,179047,0.038461538461538464,52
Abderrahmane Sissako,179046,0.0196078431372549,51
Abderrahmane Sissako,179045,0.0196078431372549,51
Abdou Diouf,11947,0.0,11
Abdou Diouf,11946,0.14285714285714285,7
Abdou Diouf,11948,0.058823529411764705,17
Abdou Diouf,11944,0.0,1
Abdou Diouf,11945,0.0625,16
Abdoulaye Wade,178310,0.6666666666666666,3
Abdoulaye Wade,178316,0.09090909090909091,22
Abdoulaye Wade,178315,0.16666666666666666,6
Abdoulaye Wade,178313,0.14285714285714285,7
Abdoulaye Wade,178312,0.0625,16
Abdoulaye Wade,178311,0.0,19
Abdoulaye Wade,178314,0.06666666666666667,15
Abdul Jabbar,15825,0.125,8
Abdul Jabbar,15826,0.0,4
Abdul Jabbar,15824,0.0,3
Abdul Jabbar,15827,0.08333333333333333,12
Abdul Jabbar,15823,0.1111111111111111,9
Abdul Malik Baloch,12957,0.0,1
Abdul Malik Baloch,12959,0.23076923076923078,13
Abdul Malik Baloch,12958,0.25,12
Abdullah Abdullah,14999,1.0,2
Abdullah Abdullah,14997,1.0,1
Abdullah Abdullah,14998,1.0,1
Abdullah Bin Zayed al-Nahyan,12935,0.8823529411764706,17
Abdullah Bin Zayed al-Nahyan,12936,0.14285714285714285,7
Abdullah Bin Zayed al-Nahyan,12931,0.625,8
Abdullah Bin Zayed al-Nahyan,12933,0.9,20
Abdullah Bin Zayed al-Nahyan,12934,0.4,10
Abdullah Bin Zayed al-Nahyan,12932,0.7272727272727273,22
Abdullah Bin Zayed al-Nahyan,12937,0.7,30
Abdullah Gül,20242,0.0,17
Abdullah Gül,20240,0.08333333333333333,24
Abdullah Gül,20238,0.5,16
Abdullah Gül,20241,0.1111111111111111,18
Abdullah Gül,20243,0.0,11
Abdullah Gül,20244,0.1951219512195122,41
Abdullah Gül,20239,0.0,24
Abdullah of Saudi Arabia,12771,0.25,12
Abdullah of Saudi Arabia,12772,0.3333333333333333,24
Abdullah of Saudi Arabia,12768,1.0,1
Abdullah of Saudi Arabia,12769,0.30434782608695654,23
Abdullah of Saudi Arabia,12770,0.46153846153846156,13
Abdurrahman Wahid,179050,0.0,9
Abdurrahman Wahid,179054,0.0,30
Abdurrahman Wahid,179048,0.0,2
Abdurrahman Wahid,179052,0.0,9
Abdurrahman Wahid,179049,0.0,28
Abdurrahman Wahid,179053,0.0,21
Abdurrahman Wahid,179051,0.0,21
Abhishek Bachchan,13573,0.5374149659863946,147
Abhishek Bachchan,13571,0.5301204819277109,166
Abhishek Bachchan,13570,1.0,1
Abhishek Bachchan,13574,0.5329341317365269,167
Abhishek Bachchan,13572,0.5238095238095238,21
Abhisit Vejjajiva,11191,0.08333333333333333,24
Abhisit Vejjajiva,11189,0.21428571428571427,14
Abhisit Vejjajiva,11190,0.14814814814814814,27
Abhisit Vejjajiva,11194,0.2727272727272727,11
Abhisit Vejjajiva,11195,0.17073170731707318,41
Abhisit Vejjajiva,11192,0.11764705882352941,17
Abhisit Vejjajiva,11193,0.16666666666666666,18
Abida Parveen,20819,0.9230769230769231,13
Abida Parveen,20821,0.9178082191780822,73
Abida Parveen,20818,0.9305555555555556,72
Abida Parveen,20820,0.9016393442622951,61
Abida Parveen,20817,0.0,1
Abraham Samad,21507,0.0,6
Abraham Samad,21512,0.0,8
Abraham Samad,21509,0.0,6
Abraham Samad,21508,0.0,2
Abraham Samad,21506,0.0,2
Abraham Samad,21510,0.0,2
Abraham Samad,21511,0.0,6
Achille Mbembe,179055,1.0,1
Achille Mbembe,179056,0.02,50
Achille Mbembe,179057,0.0392156862745098,51
Achim Steiner,179065,0.9,30
Achim Steiner,179064,0.7272727272727273,11
Achim Steiner,179062,0.75,12
Achim Steiner,179059,1.0,4
Achim Steiner,179061,1.0,18
Achim Steiner,179060,0.8846153846153846,26
Achim Steiner,179063,1.0,17
Achinoam Nini,18852,0.18181818181818182,11
Achinoam Nini,18851,0.0,1
Achinoam Nini,18853,0.16666666666666666,12
Adam Greenfield,179068,0.13793103448275862,29
Adam Greenfield,179069,0.0,15
Adam Greenfield,179067,0.09523809523809523,42
Adam Greenfield,179070,0.09302325581395349,43
Adam Greenfield,179066,0.0,1
Adam Jones,20824,0.0,2
Adam Jones,20822,0.0,1
Adam Jones,20825,0.0,2
Adam Jones,20826,0.0,3
Adam Jones,20823,0.0,2
Adam Ondra,179073,0.0,3
Adam Ondra,179072,0.0,2
Adam Ondra,179071,0.0,1
Adam Sandler,11578,0.0,6
Adam Sandler,11579,0.0,7
Adam Sandler,11576,0.0,1
Adam Sandler,11580,0.0,12
Adam Sandler,11577,0.0,11
Adam Wainwright,179087,0.0,4
Adam Wainwright,179086,0.0,3
Adam Wainwright,179088,0.0,8
Adam Wainwright,179084,0.0,4
Adam Wainwright,179082,0.0,3
Adam Wainwright,179085,0.0,5
Adam Wainwright,179083,0.0,5
Adeline Gray,179090,0.0,42
Adeline Gray,179089,1.0,1
Adeline Gray,179091,0.023255813953488372,43
Adil Hussain,179096,0.09090909090909091,11
Adil Hussain,179095,0.10869565217391304,46
Adil Hussain,179097,0.08928571428571429,56
Adil Hussain,179093,1.0,1
Adil Hussain,179094,0.07272727272727272,55
Aditi Arya,19437,0.0,2
Aditi Arya,19438,0.0,17
Aditi Arya,19441,0.0,19
Aditi Arya,19440,0.0,18
Aditi Arya,19439,0.0,18
Aditi Gowitrikar,15829,1.0,1
Aditi Gowitrikar,15828,1.0,1
Aditi Gowitrikar,15830,1.0,2
Aditya Narayan,179102,0.56,50
Aditya Narayan,179098,1.0,1
Aditya Narayan,179099,0.5510204081632653,49
Aditya Narayan,179101,0.6538461538461539,26
Aditya Narayan,179100,0.48,25
Adnan Oktar,19443,0.6,5
Adnan Oktar,19442,0.0,1
Adnan Oktar,19444,0.5,4
Adnan Oktar,19445,0.3333333333333333,3
Adnan Oktar,19446,0.5,6
Adolfo Pérez Esquivel,179103,1.0,3
Adolfo Pérez Esquivel,179107,0.045454545454545456,22
Adolfo Pérez Esquivel,179104,0.3157894736842105,38
Adolfo Pérez Esquivel,179109,0.36585365853658536,41
Adolfo Pérez Esquivel,179106,0.7368421052631579,19
Adolfo Pérez Esquivel,179108,0.7222222222222222,18
Adolfo Pérez Esquivel,179105,0.08695652173913043,23
Adora Svitak,179112,0.05263157894736842,19
Adora Svitak,179110,0.0,1
Adora Svitak,179111,0.0625,32
Adora Svitak,179113,0.06666666666666667,15
Adora Svitak,179114,0.06060606060606061,33
Adrian David Cheok,179116,0.9615384615384616,52
Adrian David Cheok,179118,0.9622641509433962,53
Adrian David Cheok,179119,0.9629629629629629,54
Adrian David Cheok,179117,0.9622641509433962,53
Adrian David Cheok,179115,1.0,2
Adrian Minune,18111,0.6,15
Adrian Minune,18114,0.5625,16
Adrian Minune,18113,0.5555555555555556,9
Adrian Minune,18110,0.0,1
Adrian Minune,18112,0.5,8
Adrian Nastase,11792,0.0,3
Adrian Nastase,11794,0.0,3
Adrian Nastase,11795,0.0,4
Adrian Nastase,11793,0.0,2
Adrian Nastase,11791,0.0,1
Adriana Calcanhotto,18856,0.0,1
Adriana Calcanhotto,18857,0.5,2
Adriana Calcanhotto,18855,1.0,1
Adriana Lima,13310,0.10526315789473684,19
Adriana Lima,13309,0.14285714285714285,14
Adriana Lima,13307,0.05555555555555555,18
Adriana Lima,13306,1.0,1
Adriana Lima,13308,0.16666666666666666,6
Adriane Galisteu,18864,0.25,4
Adriane Galisteu,18862,0.125,8
Adriane Galisteu,18863,0.2,5
Adriane Galisteu,18860,0.0,7
Adriane Galisteu,18865,0.125,16
Adriane Galisteu,18861,0.1111111111111111,9
Adriane Galisteu,18859,0.2222222222222222,9
Adrià Díaz,179124,0.7272727272727273,11
Adrià Díaz,179120,0.75,4
Adrià Díaz,179122,0.8333333333333334,12
Adrià Díaz,179121,0.6666666666666666,15
Adrià Díaz,179125,0.3333333333333333,6
Adrià Díaz,179126,0.6842105263157895,19
Adrià Díaz,179123,0.5714285714285714,7
Adrián Paenza,179128,0.21951219512195122,41
Adrián Paenza,179131,0.21428571428571427,42
Adrián Paenza,179127,0.0,1
Adrián Paenza,179129,0.041666666666666664,24
Adrián Paenza,179130,0.42105263157894735,19
Aécio Neves,19448,0.5125,80
Aécio Neves,19450,0.6129032258064516,31
Aécio Neves,19449,0.4727272727272727,55
Aécio Neves,19453,0.5176470588235295,85
Aécio Neves,19451,0.4528301886792453,53
Aécio Neves,19452,0.5862068965517241,29
Aécio Neves,19447,0.6,5
Afef Jnifen,179137,0.25,4
Afef Jnifen,179135,0.4,5
Afef Jnifen,179138,0.45454545454545453,11
Afef Jnifen,179132,1.0,4
Afef Jnifen,179134,0.5,6
Afef Jnifen,179136,0.4,5
Afef Jnifen,179133,0.14285714285714285,7
Afsaneh Bayegan,179142,0.030303030303030304,33
Afsaneh Bayegan,179143,0.010869565217391304,92
Afsaneh Bayegan,179141,0.0,60
Afsaneh Bayegan,179140,0.01098901098901099,91
Afsaneh Bayegan,179139,0.0,1
Agnes Binagwaho,179144,1.0,1
Agnes Binagwaho,179145,0.08333333333333333,48
Agnes Binagwaho,179146,0.10204081632653061,49
Agnes Monica,11958,0.0,9
Agnes Monica,11957,0.42857142857142855,14
Agnes Monica,11956,0.0,1
Agnes Monica,11960,0.4,15
Agnes Monica,11959,0.8571428571428571,7
Aguri Suzuki,15124,0.0,3
Aguri Suzuki,15123,0.0,2
Aguri Suzuki,15122,0.0,1
Agustín Fernández Mallo,179151,0.7142857142857143,49
Agustín Fernández Mallo,179148,0.6666666666666666,3
Agustín Fernández Mallo,179149,0.7083333333333334,48
Agustín Fernández Mallo,179150,0.7,50
Agustín Fernández Mallo,179152,0.7058823529411765,51
Agustín García Calvo,179157,0.02040816326530612,49
Agustín García Calvo,179154,0.020833333333333332,48
Agustín García Calvo,179156,0.041666666666666664,24
Agustín García Calvo,179153,0.0,1
Agustín García Calvo,179155,0.0,26
Ahdaf Soueif,178864,0.0,24
Ahdaf Soueif,178865,0.043478260869565216,46
Ahdaf Soueif,178863,0.08695652173913043,23
Ahdaf Soueif,178862,0.044444444444444446,45
Ahdaf Soueif,178861,0.0,1
Ahmad Jarba,13166,0.0,26
Ahmad Jarba,13162,0.0,1
Ahmad Jarba,13163,0.0,25
Ahmad Jarba,13165,0.0,6
Ahmad Jarba,13164,0.0,21
Ahmad Khatami,179158,1.0,1
Ahmad Khatami,179159,0.85,20
Ahmad Khatami,179160,0.8571428571428571,21
Ahmed Deedat,179165,0.10526315789473684,19
Ahmed Deedat,179162,1.0,1
Ahmed Deedat,179166,0.04878048780487805,41
Ahmed Deedat,179163,0.025,40
Ahmed Deedat,179164,0.043478260869565216,23
Ahmed Maher,18115,0.0,1
Ahmed Maher,18116,0.0,27
Ahmed Maher,18119,0.0,28
Ahmed Maher,18118,0.0,24
Ahmed Maher,18117,0.0,5
Ahmed Rashid,18121,0.5238095238095238,21
Ahmed Rashid,18122,0.5454545454545454,22
Ahmed Rashid,18120,1.0,1
Ahmed Sékou Touré,179170,0.6808510638297872,47
Ahmed Sékou Touré,179168,0.6956521739130435,46
Ahmed Sékou Touré,179171,0.64,50
Ahmed Sékou Touré,179169,0.6666666666666666,48
Ahmed Sékou Touré,179167,0.0,4
Ahmed Zewail,179176,0.8518518518518519,54
Ahmed Zewail,179174,0.8518518518518519,54
Ahmed Zewail,179173,0.7083333333333334,72
Ahmed Zewail,179177,0.35,20
Ahmed Zewail,179175,0.35,20
Ahmed Zewail,179172,1.0,2
Ahmed Zewail,179178,0.7162162162162162,74
Ahmet Davutoglu,12912,0.0,23
Ahmet Davutoglu,12915,0.058823529411764705,34
Ahmet Davutoglu,12917,0.08695652173913043,23
Ahmet Davutoglu,12916,0.0,33
Ahmet Davutoglu,12918,0.025974025974025976,77
Ahmet Davutoglu,12914,0.0,44
Ahmet Davutoglu,12913,0.037037037037037035,54
Ai Weiwei,15128,0.3333333333333333,3
Ai Weiwei,15127,0.0,2
Ai Weiwei,15126,1.0,1
Aida Mbodj,179182,0.6190476190476191,21
Aida Mbodj,179179,0.0,1
Aida Mbodj,179183,0.5652173913043478,23
Aida Mbodj,179181,0.0,3
Aida Mbodj,179180,0.5909090909090909,22
Aishwarya Rai,13660,0.03225806451612903,31
Aishwarya Rai,13661,0.09090909090909091,11
Aishwarya Rai,13663,0.25,4
Aishwarya Rai,13659,0.25,16
Aishwarya Rai,13664,0.06896551724137931,29
Aishwarya Rai,13665,0.10638297872340426,47
Aishwarya Rai,13662,0.05555555555555555,36
Aishwarya Sakhuja,179185,0.14583333333333334,48
Aishwarya Sakhuja,179188,0.18,50
Aishwarya Sakhuja,179184,1.0,2
Aishwarya Sakhuja,179186,0.16326530612244897,49
Aishwarya Sakhuja,179187,0.16326530612244897,49
Aivis Ronis,179191,0.8666666666666667,45
Aivis Ronis,179193,0.851063829787234,47
Aivis Ronis,179189,0.8,5
Aivis Ronis,179192,0.8604651162790697,43
Aivis Ronis,179190,0.8571428571428571,42
Ajinkya Rahane,179196,0.037037037037037035,27
Ajinkya Rahane,179194,1.0,1
Ajinkya Rahane,179195,0.0,26
Ajith Kumar,21518,0.5,2
Ajith Kumar,21514,0.0,3
Ajith Kumar,21519,0.16666666666666666,6
Ajith Kumar,21517,0.3333333333333333,3
Ajith Kumar,21516,0.0,3
Ajith Kumar,21513,0.3333333333333333,3
Ajith Kumar,21515,0.0,4
Akihito,11156,0.23076923076923078,13
Akihito,11154,0.2,15
Akihito,11152,0.21428571428571427,14
Akihito,11155,0.0,3
Akihito,11157,0.2,20
Akihito,11151,0.16666666666666666,6
Akihito,11153,0.0,5
Akira Yamaoka,179200,0.6,15
Akira Yamaoka,179199,0.38461538461538464,26
Akira Yamaoka,179201,0.06666666666666667,15
Akira Yamaoka,179198,0.5,4
Akira Yamaoka,179204,0.4,30
Akira Yamaoka,179203,0.14285714285714285,14
Akira Yamaoka,179202,0.7142857142857143,14
Akshara Haasan,179205,1.0,2
Akshara Haasan,179209,0.5909090909090909,22
Akshara Haasan,179208,0.4375,16
Akshara Haasan,179207,0.5909090909090909,22
Akshara Haasan,179206,0.5,36
Akshara Haasan,179211,0.5263157894736842,38
Akshara Haasan,179210,0.4375,16
Al Gore,11571,0.3783783783783784,37
Al Gore,11568,0.3888888888888889,36
Al Gore,11567,0.0,1
Al Gore,11570,0.6363636363636364,22
Al Gore,11569,0.0,16
Al Green,17644,0.0,28
Al Green,17646,0.022222222222222223,45
Al Green,17643,0.022727272727272728,44
Al Green,17645,0.05555555555555555,18
Al Green,17642,0.0,1
Al Pacino,11773,0.0,8
Al Pacino,11771,0.0,1
Al Pacino,11772,0.0,7
Alain Badiou,179213,0.06382978723404255,47
Alain Badiou,179214,0.08163265306122448,49
Alain Badiou,179212,0.3333333333333333,3
Alain Badiou,179216,0.08,50
Alain Badiou,179215,0.0625,48
Alain Connes,179219,1.0,3
Alain Connes,179223,0.5333333333333333,45
Alain Connes,179218,0.5116279069767442,43
Alain Connes,179221,1.0,3
Alain Connes,179220,0.5,42
Alain Connes,179222,0.5,42
Alain Connes,179217,1.0,2
Alain Guiraudie,179226,0.26666666666666666,45
Alain Guiraudie,179225,0.25,44
Alain Guiraudie,179224,1.0,1
Alain Mabanckou,179232,0.19607843137254902,51
Alain Mabanckou,179228,1.0,5
Alain Mabanckou,179231,0.1276595744680851,47
Alain Mabanckou,179229,0.10869565217391304,46
Alain Mabanckou,179230,0.16326530612244897,49
Alain Rey,179234,0.9583333333333334,48
Alain Rey,179233,1.0,4
Alain Rey,179235,0.96,50
Alain Rey,179236,0.9591836734693877,49
Alain Rey,179237,0.9615384615384616,52
Alain Traoré,15130,0.0,1
Alain Traoré,15132,0.0,43
Alain Traoré,15131,0.0,42
Alain Veinstein,179239,1.0,49
Alain Veinstein,179238,0.0,1
Alain Veinstein,179240,0.98,50
Alan García,18124,0.0,1
Alan García,18127,0.2727272727272727,11
Alan García,18125,0.14666666666666667,150
Alan García,18126,0.1347517730496454,141
Alan García,18128,0.1456953642384106,151
Alan Moore,179242,1.0,4
Alan Moore,179244,0.5098039215686274,102
Alan Moore,179245,0.3939393939393939,33
Alan Moore,179247,0.375,32
Alan Moore,179243,0.46564885496183206,131
Alan Moore,179246,0.504950495049505,101
Alan Moore,179248,0.48148148148148145,135
Alanis Morissette,20251,0.08333333333333333,12
Alanis Morissette,20250,0.0,2
Alanis Morissette,20247,0.14285714285714285,7
Alanis Morissette,20245,0.0,9
Alanis Morissette,20246,0.3333333333333333,3
Alanis Morissette,20249,0.3333333333333333,3
Alanis Morissette,20248,0.0,6
Alastair Campbell,11800,0.16666666666666666,18
Alastair Campbell,11802,0.10714285714285714,28
Alastair Campbell,11797,0.11538461538461539,26
Alastair Campbell,11799,0.0,10
Alastair Campbell,11798,0.16666666666666666,18
Alastair Campbell,11801,0.0,10
Alastair Campbell,11796,0.0,2
Albert del Rosario,13907,0.5862068965517241,29
Albert del Rosario,13904,0.2,10
Albert del Rosario,13901,0.6666666666666666,6
Albert del Rosario,13903,0.7894736842105263,19
Albert del Rosario,13905,0.8235294117647058,17
Albert del Rosario,13902,0.5652173913043478,23
Albert del Rosario,13906,0.125,8
Alberto Fabra,14608,0.5333333333333333,15
Alberto Fabra,14606,0.75,4
Alberto Fabra,14605,0.5,14
Alberto Fabra,14604,1.0,1
Alberto Fabra,14607,0.5,12
Alberto Garzón,19460,0.6380368098159509,163
Alberto Garzón,19459,0.75,36
Alberto Garzón,19457,0.7567567567567568,37
Alberto Garzón,19455,0.63125,160
Alberto Garzón,19454,1.0,3
Alberto Garzón,19456,0.6062992125984252,127
Alberto Garzón,19458,0.6031746031746031,126
Alberto Manguel,179249,0.0,1
Alberto Manguel,179253,0.0,46
Alberto Manguel,179251,0.0,14
Alberto Manguel,179250,0.0,45
Alberto Manguel,179252,0.0,33
Alden Richards,21525,1.0,2
Alden Richards,21523,0.5,4
Alden Richards,21520,0.4,5
Alden Richards,21524,0.5,2
Alden Richards,21526,0.42857142857142855,7
Alden Richards,21521,0.5,2
Alden Richards,21522,0.25,4
Alec Baldwin,11714,0.5,6
Alec Baldwin,11718,0.3,10
Alec Baldwin,11712,0.0,3
Alec Baldwin,11716,0.6,5
Alec Baldwin,11715,0.0,5
Alec Baldwin,11713,0.42857142857142855,7
Alec Baldwin,11717,0.0,4
Aleida Guevara,179256,0.9782608695652174,46
Aleida Guevara,179258,0.9574468085106383,47
Aleida Guevara,179254,0.0,2
Aleida Guevara,179257,0.9782608695652174,46
Aleida Guevara,179255,1.0,45
Alejandro Dolina,179263,0.5333333333333333,30
Alejandro Dolina,179261,0.5483870967741935,31
Alejandro Dolina,179259,1.0,4
Alejandro Dolina,179265,0.4318181818181818,44
Alejandro Dolina,179260,0.375,40
Alejandro Dolina,179262,0.15384615384615385,13
Alejandro Dolina,179264,0.08333333333333333,12
Alejandro Toledo,11485,0.1891891891891892,37
Alejandro Toledo,11486,0.24,25
Alejandro Toledo,11490,0.24390243902439024,41
Alejandro Toledo,11487,0.3125,16
Alejandro Toledo,11484,0.75,4
Alejandro Toledo,11489,0.26666666666666666,15
Alejandro Toledo,11488,0.20833333333333334,24
Alejandro Valverde,179269,0.14285714285714285,7
Alejandro Valverde,179266,1.0,1
Alejandro Valverde,179267,0.0,42
Alejandro Valverde,179270,0.023255813953488372,43
Alejandro Valverde,179268,0.02702702702702703,37
Alek Skarlatos,179276,0.7777777777777778,27
Alek Skarlatos,179274,0.7931034482758621,29
Alek Skarlatos,179272,0.75,36
Alek Skarlatos,179273,0.7692307692307693,13
Alek Skarlatos,179277,0.7804878048780488,41
Alek Skarlatos,179275,0.7272727272727273,11
Alek Skarlatos,179271,1.0,5
Aleksander Kwasniewski,11335,0.7142857142857143,56
Aleksander Kwasniewski,11337,0.42105263157894735,19
Aleksander Kwasniewski,11339,0.375,16
Aleksander Kwasniewski,11338,0.8095238095238095,42
Aleksander Kwasniewski,11340,0.6363636363636364,55
Aleksander Kwasniewski,11336,0.8,45
Aleksander Kwasniewski,11334,0.42857142857142855,7
Alena Arshinova,179281,0.36363636363636365,11
Alena Arshinova,179279,0.18181818181818182,33
Alena Arshinova,179282,0.2,25
Alena Arshinova,179278,1.0,4
Alena Arshinova,179283,0.3,10
Alena Arshinova,179280,0.23076923076923078,26
Alena Arshinova,179284,0.2702702702702703,37
Alessandra Ambrosio,18133,0.25,8
Alessandra Ambrosio,18135,0.391304347826087,23
Alessandra Ambrosio,18129,1.0,4
Alessandra Ambrosio,18132,0.42857142857142855,14
Alessandra Ambrosio,18131,0.3333333333333333,9
Alessandra Ambrosio,18134,0.38461538461538464,13
Alessandra Ambrosio,18130,0.2631578947368421,19
Alessandro Barbero,179287,0.6666666666666666,24
Alessandro Barbero,179290,0.45,20
Alessandro Barbero,179286,0.5714285714285714,42
Alessandro Barbero,179285,0.5,2
Alessandro Barbero,179289,0.7083333333333334,24
Alessandro Barbero,179291,0.5681818181818182,44
Alessandro Barbero,179288,0.4,20
Alessandro Molon,178585,0.5945945945945946,37
Alessandro Molon,178587,0.35,20
Alessandro Molon,178584,1.0,1
Alessandro Molon,178588,0.6052631578947368,38
Alessandro Molon,178586,0.8947368421052632,19
Alessia Russo,21529,0.0,10
Alessia Russo,21532,0.0,7
Alessia Russo,21528,0.0,16
Alessia Russo,21527,0.0,2
Alessia Russo,21533,0.0,18
Alessia Russo,21530,0.0,8
Alessia Russo,21531,0.0,9
Aletta Ocean,19464,0.9090909090909091,44
Aletta Ocean,19465,0.9166666666666666,60
Aletta Ocean,19462,0.9152542372881356,59
Aletta Ocean,19463,0.9411764705882353,17
Aletta Ocean,19461,1.0,1
Alex Callinicos,179293,0.0,20
Alex Callinicos,179292,0.0,1
Alex Callinicos,179294,0.0,21
Alex Jones,16370,1.0,1
Alex Jones,16372,0.75,4
Alex Jones,16371,0.6666666666666666,6
Alex Jones,16374,0.7142857142857143,7
Alex Jones,16373,0.75,4
Alex Shibutani,179302,0.14285714285714285,42
Alex Shibutani,179300,0.043478260869565216,23
Alex Shibutani,179298,0.12,25
Alex Shibutani,179301,0.125,16
Alex Shibutani,179299,0.2222222222222222,18
Alex Shibutani,179297,0.02702702702702703,37
Alex Shibutani,179296,1.0,5
Alex Velea,18136,0.0,1
Alex Velea,18137,0.0,1
Alex Velea,18138,0.0,2
Alexa Clay,179309,0.3137254901960784,51
Alexa Clay,179305,0.47058823529411764,17
Alexa Clay,179306,0.22857142857142856,35
Alexa Clay,179304,0.2916666666666667,48
Alexa Clay,179307,0.5,16
Alexa Clay,179303,0.6666666666666666,3
Alexa Clay,179308,0.23529411764705882,34
Alexa O'Brien,179311,0.3673469387755102,49
Alexa O'Brien,179310,0.5,4
Alexa O'Brien,179313,0.38,50
Alexa O'Brien,179314,0.37735849056603776,53
Alexa O'Brien,179312,0.37254901960784315,51
Alexander Butterfield,179315,0.0,1
Alexander Butterfield,179316,0.07526881720430108,93
Alexander Butterfield,179318,0.05263157894736842,38
Alexander Butterfield,179317,0.08771929824561403,57
Alexander Butterfield,179319,0.07446808510638298,94
Alexander Lukashenko,178437,1.0,3
Alexander Lukashenko,178443,0.9111111111111111,45
Alexander Lukashenko,178440,0.9411764705882353,17
Alexander Lukashenko,178438,0.9047619047619048,42
Alexander Lukashenko,178439,0.896551724137931,29
Alexander Lukashenko,178442,0.9375,16
Alexander Lukashenko,178441,0.8928571428571429,28
Alexander Rusev,15134,1.0,1
Alexander Rusev,15135,0.0,4
Alexander Rusev,15136,0.2,5
Alexander Zhukov,13096,0.25,16
Alexander Zhukov,13093,0.0,6
Alexander Zhukov,13098,0.2857142857142857,14
Alexander Zhukov,13094,0.2222222222222222,36
Alexander Zhukov,13095,0.15384615384615385,26
Alexander Zhukov,13097,0.16666666666666666,24
Alexander Zhukov,13099,0.19047619047619047,42
Alexandr Vondra,12846,0.0,1
Alexandr Vondra,12849,0.625,8
Alexandr Vondra,12845,0.7142857142857143,7
Alexandr Vondra,12847,0.6,5
Alexandr Vondra,12848,0.0,2
Alexandra Pelosi,179322,0.0,10
Alexandra Pelosi,179320,0.0,1
Alexandra Pelosi,179321,0.0,9
Alexandra Soldatova,17638,0.08333333333333333,12
Alexandra Soldatova,17636,0.0625,16
Alexandra Soldatova,17639,0.0,5
Alexandra Soldatova,17637,0.0,4
Alexandra Soldatova,17635,0.0,1
Alexandra Soldatova,17640,0.07692307692307693,13
